Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,Europe,DEU,Germany,2000,All,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2000,All,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2000,All,Age05_09,[5-9],1,0.21052632,,0.02402561
EU,Europe,DEU,Germany,2000,All,Age10_14,[10-14],2,0.32786885,,0.04229719
EU,Europe,DEU,Germany,2000,All,Age15_19,[15-19],0,0,,0
EU,Europe,DEU,Germany,2000,All,Age20_24,[20-24],4,0.14134276,,0.08720766
EU,Europe,DEU,Germany,2000,All,Age25_29,[25-29],15,0.50847458,,0.2953496
EU,Europe,DEU,Germany,2000,All,Age30_34,[30-34],39,0.80661841,,0.57155787
EU,Europe,DEU,Germany,2000,All,Age35_39,[35-39],180,2.30710074,,2.50646878
EU,Europe,DEU,Germany,2000,All,Age40_44,[40-44],576,4.85625158,,9.13677031
EU,Europe,DEU,Germany,2000,All,Age45_49,[45-49],1214,7.1093933,,21.37152746
EU,Europe,DEU,Germany,2000,All,Age50_54,[50-54],2055,9.50332963,,42.85338928
EU,Europe,DEU,Germany,2000,All,Age55_59,[55-59],3855,10.71369018,,74.88558823
EU,Europe,DEU,Germany,2000,All,Age60_64,[60-64],6012,10.12410959,,106.9737185
EU,Europe,DEU,Germany,2000,All,Age65_69,[65-69],6665,9.42062785,,163.2910059
EU,Europe,DEU,Germany,2000,All,Age70_74,[70-74],7287,7.40247867,,203.846708
EU,Europe,DEU,Germany,2000,All,Age75_79,[75-79],5820,4.60851387,,204.4945226
EU,Europe,DEU,Germany,2000,All,Age80_84,[80-84],2742,2.63122541,,197.9087498
EU,Europe,DEU,Germany,2000,All,Age85_over,[85+],2523,0.94328689,,155.4932952
EU,Europe,DEU,Germany,2000,All,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2000,Male,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2000,Male,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2000,Male,Age05_09,[5-9],1,0.35842294,,0.04682727
EU,Europe,DEU,Germany,2000,Male,Age10_14,[10-14],1,0.28089888,,0.04120074
EU,Europe,DEU,Germany,2000,Male,Age15_19,[15-19],0,0,,0
EU,Europe,DEU,Germany,2000,Male,Age20_24,[20-24],3,0.14137606,,0.12831908
EU,Europe,DEU,Germany,2000,Male,Age25_29,[25-29],6,0.27816412,,0.23076293
EU,Europe,DEU,Germany,2000,Male,Age30_34,[30-34],21,0.62351544,,0.59681115
EU,Europe,DEU,Germany,2000,Male,Age35_39,[35-39],106,2.02097235,,2.86653288
EU,Europe,DEU,Germany,2000,Male,Age40_44,[40-44],356,4.4695543,,11.03932107
EU,Europe,DEU,Germany,2000,Male,Age45_49,[45-49],809,7.13970523,,28.26146572
EU,Europe,DEU,Germany,2000,Male,Age50_54,[50-54],1486,10.39742513,,61.510747
EU,Europe,DEU,Germany,2000,Male,Age55_59,[55-59],2974,12.2558312,,115.6814039
EU,Europe,DEU,Germany,2000,Male,Age60_64,[60-64],4854,12.12742036,,176.4040824
EU,Europe,DEU,Germany,2000,Male,Age65_69,[65-69],5424,11.71566192,,282.3137024
EU,Europe,DEU,Germany,2000,Male,Age70_74,[70-74],5690,9.8495733,,375.0589119
EU,Europe,DEU,Germany,2000,Male,Age75_79,[75-79],4156,7.24382549,,440.2593674
EU,Europe,DEU,Germany,2000,Male,Age80_84,[80-84],1822,4.58468584,,450.2912559
EU,Europe,DEU,Germany,2000,Male,Age85_over,[85+],1435,1.97721041,,368.2934028
EU,Europe,DEU,Germany,2000,Male,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2000,Female,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2000,Female,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2000,Female,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2000,Female,Age10_14,[10-14],1,0.39370079,,0.04345361
EU,Europe,DEU,Germany,2000,Female,Age15_19,[15-19],0,0,,0
EU,Europe,DEU,Germany,2000,Female,Age20_24,[20-24],1,0.14124294,,0.04446755
EU,Europe,DEU,Germany,2000,Female,Age25_29,[25-29],9,1.13493064,,0.3631
EU,Europe,DEU,Germany,2000,Female,Age30_34,[30-34],18,1.22699387,,0.54466973
EU,Europe,DEU,Germany,2000,Female,Age35_39,[35-39],74,2.89401643,,2.12425698
EU,Europe,DEU,Germany,2000,Female,Age40_44,[40-44],220,5.64681725,,7.14433936
EU,Europe,DEU,Germany,2000,Female,Age45_49,[45-49],405,7.04960836,,14.37240498
EU,Europe,DEU,Germany,2000,Female,Age50_54,[50-54],569,7.76050191,,23.91176265
EU,Europe,DEU,Germany,2000,Female,Age55_59,[55-59],881,7.51963127,,34.18705246
EU,Europe,DEU,Germany,2000,Female,Age60_64,[60-64],1158,5.98202294,,40.37044591
EU,Europe,DEU,Germany,2000,Female,Age65_69,[65-69],1241,5.07524947,,57.44298633
EU,Europe,DEU,Germany,2000,Female,Age70_74,[70-74],1597,3.92663077,,77.61281073
EU,Europe,DEU,Germany,2000,Female,Age75_79,[75-79],1664,2.41456867,,87.48441815
EU,Europe,DEU,Germany,2000,Female,Age80_84,[80-84],920,1.42704245,,93.79524091
EU,Europe,DEU,Germany,2000,Female,Age85_over,[85+],1088,0.55825791,,88.2441443
EU,Europe,DEU,Germany,2000,Female,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2001,All,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2001,All,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2001,All,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2001,All,Age10_14,[10-14],1,0.15479876,,0.02112208
EU,Europe,DEU,Germany,2001,All,Age15_19,[15-19],3,0.15182186,,0.06484392
EU,Europe,DEU,Germany,2001,All,Age20_24,[20-24],1,0.03746722,,0.0212781
EU,Europe,DEU,Germany,2001,All,Age25_29,[25-29],9,0.35252644,,0.18589718
EU,Europe,DEU,Germany,2001,All,Age30_34,[30-34],33,0.78014184,,0.50293577
EU,Europe,DEU,Germany,2001,All,Age35_39,[35-39],145,1.88900469,,2.00244879
EU,Europe,DEU,Germany,2001,All,Age40_44,[40-44],499,4.34177325,,7.68267563
EU,Europe,DEU,Germany,2001,All,Age45_49,[45-49],1233,7.26576311,,21.45193592
EU,Europe,DEU,Germany,2001,All,Age50_54,[50-54],2047,8.98476935,,40.0671531
EU,Europe,DEU,Germany,2001,All,Age55_59,[55-59],3398,10.55181194,,72.5260052
EU,Europe,DEU,Germany,2001,All,Age60_64,[60-64],5911,10.06213295,,102.6170739
EU,Europe,DEU,Germany,2001,All,Age65_69,[65-69],6391,9.13404508,,149.8125761
EU,Europe,DEU,Germany,2001,All,Age70_74,[70-74],7540,7.79384555,,209.3029324
EU,Europe,DEU,Germany,2001,All,Age75_79,[75-79],5776,4.74161639,,203.2742785
EU,Europe,DEU,Germany,2001,All,Age80_84,[80-84],3153,2.76778033,,198.4669014
EU,Europe,DEU,Germany,2001,All,Age85_over,[85+],2429,0.93515153,,154.1431443
EU,Europe,DEU,Germany,2001,All,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2001,Male,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2001,Male,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2001,Male,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2001,Male,Age10_14,[10-14],1,0.26041667,,0.04114253
EU,Europe,DEU,Germany,2001,Male,Age15_19,[15-19],1,0.07267442,,0.04213459
EU,Europe,DEU,Germany,2001,Male,Age20_24,[20-24],1,0.04962779,,0.04182543
EU,Europe,DEU,Germany,2001,Male,Age25_29,[25-29],5,0.27114967,,0.20213658
EU,Europe,DEU,Germany,2001,Male,Age30_34,[30-34],22,0.72871812,,0.65152754
EU,Europe,DEU,Germany,2001,Male,Age35_39,[35-39],81,1.5876127,,2.17092467
EU,Europe,DEU,Germany,2001,Male,Age40_44,[40-44],312,4.06779661,,9.39276667
EU,Europe,DEU,Germany,2001,Male,Age45_49,[45-49],800,7.11553856,,27.57924552
EU,Europe,DEU,Germany,2001,Male,Age50_54,[50-54],1414,9.45566404,,55.02999018
EU,Europe,DEU,Germany,2001,Male,Age55_59,[55-59],2554,11.77989945,,109.2151689
EU,Europe,DEU,Germany,2001,Male,Age60_64,[60-64],4710,11.88253696,,166.7793283
EU,Europe,DEU,Germany,2001,Male,Age65_69,[65-69],5150,11.30675332,,255.4198607
EU,Europe,DEU,Germany,2001,Male,Age70_74,[70-74],5931,10.23857202,,378.4970775
EU,Europe,DEU,Germany,2001,Male,Age75_79,[75-79],4078,7.23203518,,420.9883005
EU,Europe,DEU,Germany,2001,Male,Age80_84,[80-84],2108,4.83220246,,450.8386926
EU,Europe,DEU,Germany,2001,Male,Age85_over,[85+],1396,2.02462618,,370.0669885
EU,Europe,DEU,Germany,2001,Male,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2001,Female,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2001,Female,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2001,Female,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2001,Female,Age10_14,[10-14],0,0,,0
EU,Europe,DEU,Germany,2001,Female,Age15_19,[15-19],2,0.33333333,,0.08876474
EU,Europe,DEU,Germany,2001,Female,Age20_24,[20-24],0,0,,0
EU,Europe,DEU,Germany,2001,Female,Age25_29,[25-29],4,0.56417489,,0.1689324
EU,Europe,DEU,Germany,2001,Female,Age30_34,[30-34],11,0.90834021,,0.34539126
EU,Europe,DEU,Germany,2001,Female,Age35_39,[35-39],64,2.48640249,,1.82335923
EU,Europe,DEU,Germany,2001,Female,Age40_44,[40-44],187,4.89144651,,5.89268135
EU,Europe,DEU,Germany,2001,Female,Age45_49,[45-49],433,7.56067749,,15.20898658
EU,Europe,DEU,Germany,2001,Female,Age50_54,[50-54],633,8.0853238,,24.9270009
EU,Europe,DEU,Germany,2001,Female,Age55_59,[55-59],844,8.02128873,,35.96519898
EU,Europe,DEU,Germany,2001,Female,Age60_64,[60-64],1201,6.28565447,,40.90377939
EU,Europe,DEU,Germany,2001,Female,Age65_69,[65-69],1241,5.08169199,,55.16268993
EU,Europe,DEU,Germany,2001,Female,Age70_74,[70-74],1609,4.14530465,,79.04897548
EU,Europe,DEU,Germany,2001,Female,Age75_79,[75-79],1698,2.59525884,,90.66599459
EU,Europe,DEU,Germany,2001,Female,Age80_84,[80-84],1045,1.48661337,,93.21160819
EU,Europe,DEU,Germany,2001,Female,Age85_over,[85+],1033,0.54142448,,86.1853912
EU,Europe,DEU,Germany,2001,Female,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2002,All,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2002,All,Age01_04,[1-4],1,0.13947001,,0.03203916
EU,Europe,DEU,Germany,2002,All,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2002,All,Age10_14,[10-14],0,0,,0
EU,Europe,DEU,Germany,2002,All,Age15_19,[15-19],2,0.10183299,,0.04294509
EU,Europe,DEU,Germany,2002,All,Age20_24,[20-24],9,0.34116755,,0.18757038
EU,Europe,DEU,Germany,2002,All,Age25_29,[25-29],8,0.33388982,,0.16967446
EU,Europe,DEU,Germany,2002,All,Age30_34,[30-34],35,0.88428499,,0.56015693
EU,Europe,DEU,Germany,2002,All,Age35_39,[35-39],150,2.07526287,,2.06955613
EU,Europe,DEU,Germany,2002,All,Age40_44,[40-44],530,4.55287346,,7.92911076
EU,Europe,DEU,Germany,2002,All,Age45_49,[45-49],1244,7.20574606,,21.29882057
EU,Europe,DEU,Germany,2002,All,Age50_54,[50-54],2221,9.32292323,,41.703579
EU,Europe,DEU,Germany,2002,All,Age55_59,[55-59],3316,10.91399796,,74.22731735
EU,Europe,DEU,Germany,2002,All,Age60_64,[60-64],5935,10.29363304,,103.5184951
EU,Europe,DEU,Germany,2002,All,Age65_69,[65-69],6660,9.21442209,,147.7959759
EU,Europe,DEU,Germany,2002,All,Age70_74,[70-74],7308,7.56937036,,203.4989115
EU,Europe,DEU,Germany,2002,All,Age75_79,[75-79],5791,4.7945489,,203.4298176
EU,Europe,DEU,Germany,2002,All,Age80_84,[80-84],3627,2.76557782,,200.6262726
EU,Europe,DEU,Germany,2002,All,Age85_over,[85+],2295,0.89216296,,153.4741328
EU,Europe,DEU,Germany,2002,All,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2002,Male,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2002,Male,Age01_04,[1-4],1,0.27700831,,0.06240285
EU,Europe,DEU,Germany,2002,Male,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2002,Male,Age10_14,[10-14],0,0,,0
EU,Europe,DEU,Germany,2002,Male,Age15_19,[15-19],1,0.07107321,,0.04184489
EU,Europe,DEU,Germany,2002,Male,Age20_24,[20-24],5,0.2543235,,0.20500457
EU,Europe,DEU,Germany,2002,Male,Age25_29,[25-29],4,0.23148148,,0.16631429
EU,Europe,DEU,Germany,2002,Male,Age30_34,[30-34],24,0.87368038,,0.74781265
EU,Europe,DEU,Germany,2002,Male,Age35_39,[35-39],85,1.73753066,,2.27654505
EU,Europe,DEU,Germany,2002,Male,Age40_44,[40-44],302,3.90989125,,8.83700869
EU,Europe,DEU,Germany,2002,Male,Age45_49,[45-49],804,7.04459827,,27.22337797
EU,Europe,DEU,Germany,2002,Male,Age50_54,[50-54],1535,9.76835942,,57.4355674
EU,Europe,DEU,Germany,2002,Male,Age55_59,[55-59],2429,11.95432846,,108.9830477
EU,Europe,DEU,Germany,2002,Male,Age60_64,[60-64],4710,12.13761113,,167.3903069
EU,Europe,DEU,Germany,2002,Male,Age65_69,[65-69],5328,11.3111413,,249.3610358
EU,Europe,DEU,Germany,2002,Male,Age70_74,[70-74],5735,9.81701159,,361.3231167
EU,Europe,DEU,Germany,2002,Male,Age75_79,[75-79],4140,7.23649712,,411.6376118
EU,Europe,DEU,Germany,2002,Male,Age80_84,[80-84],2351,4.69102301,,439.3390666
EU,Europe,DEU,Germany,2002,Male,Age85_over,[85+],1288,1.92396744,,359.8036723
EU,Europe,DEU,Germany,2002,Male,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2002,Female,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2002,Female,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2002,Female,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2002,Female,Age10_14,[10-14],0,0,,0
EU,Europe,DEU,Germany,2002,Female,Age15_19,[15-19],1,0.17953321,,0.0441047
EU,Europe,DEU,Germany,2002,Female,Age20_24,[20-24],4,0.5952381,,0.16954692
EU,Europe,DEU,Germany,2002,Female,Age25_29,[25-29],4,0.5988024,,0.17317322
EU,Europe,DEU,Germany,2002,Female,Age30_34,[30-34],11,0.90834021,,0.36197439
EU,Europe,DEU,Germany,2002,Female,Age35_39,[35-39],65,2.78253425,,1.84963703
EU,Europe,DEU,Germany,2002,Female,Age40_44,[40-44],228,5.82078121,,6.97934115
EU,Europe,DEU,Germany,2002,Female,Age45_49,[45-49],440,7.52008204,,15.23886048
EU,Europe,DEU,Germany,2002,Female,Age50_54,[50-54],686,8.4597361,,25.85633077
EU,Europe,DEU,Germany,2002,Female,Age55_59,[55-59],887,8.813593,,39.62349195
EU,Europe,DEU,Germany,2002,Female,Age60_64,[60-64],1225,6.4979843,,41.95935457
EU,Europe,DEU,Germany,2002,Female,Age65_69,[65-69],1332,5.29117343,,56.21318132
EU,Europe,DEU,Germany,2002,Female,Age70_74,[70-74],1573,4.125577,,78.49489409
EU,Europe,DEU,Germany,2002,Female,Age75_79,[75-79],1651,2.59701446,,89.68229869
EU,Europe,DEU,Germany,2002,Female,Age80_84,[80-84],1276,1.57470598,,100.2579521
EU,Europe,DEU,Germany,2002,Female,Age85_over,[85+],1007,0.52917838,,88.53580073
EU,Europe,DEU,Germany,2002,Female,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2003,All,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2003,All,Age01_04,[1-4],1,0.14705882,,0.03277556
EU,Europe,DEU,Germany,2003,All,Age05_09,[5-9],1,0.20964361,,0.02503277
EU,Europe,DEU,Germany,2003,All,Age10_14,[10-14],2,0.35087719,,0.04415892
EU,Europe,DEU,Germany,2003,All,Age15_19,[15-19],3,0.16492578,,0.0637292
EU,Europe,DEU,Germany,2003,All,Age20_24,[20-24],7,0.2782194,,0.1440374
EU,Europe,DEU,Germany,2003,All,Age25_29,[25-29],5,0.20251114,,0.10657331
EU,Europe,DEU,Germany,2003,All,Age30_34,[30-34],46,1.24324324,,0.78445122
EU,Europe,DEU,Germany,2003,All,Age35_39,[35-39],183,2.61279269,,2.54929153
EU,Europe,DEU,Germany,2003,All,Age40_44,[40-44],537,4.64532872,,7.80988216
EU,Europe,DEU,Germany,2003,All,Age45_49,[45-49],1271,7.39168363,,21.36078449
EU,Europe,DEU,Germany,2003,All,Age50_54,[50-54],2259,9.28903327,,41.33659756
EU,Europe,DEU,Germany,2003,All,Age55_59,[55-59],3196,10.77218646,,72.18830396
EU,Europe,DEU,Germany,2003,All,Age60_64,[60-64],5710,10.29830826,,102.5410056
EU,Europe,DEU,Germany,2003,All,Age65_69,[65-69],6769,8.95666556,,141.0707665
EU,Europe,DEU,Germany,2003,All,Age70_74,[70-74],7269,7.66699364,,205.0636532
EU,Europe,DEU,Germany,2003,All,Age75_79,[75-79],5979,4.84529733,,206.4165548
EU,Europe,DEU,Germany,2003,All,Age80_84,[80-84],3940,2.66329586,,197.7747827
EU,Europe,DEU,Germany,2003,All,Age85_over,[85+],2145,0.85182258,,151.8328239
EU,Europe,DEU,Germany,2003,All,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2003,Male,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2003,Male,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2003,Male,Age05_09,[5-9],1,0.36363636,,0.0487724
EU,Europe,DEU,Germany,2003,Male,Age10_14,[10-14],1,0.28901734,,0.04304263
EU,Europe,DEU,Germany,2003,Male,Age15_19,[15-19],2,0.15540016,,0.08278944
EU,Europe,DEU,Germany,2003,Male,Age20_24,[20-24],4,0.21276596,,0.16206635
EU,Europe,DEU,Germany,2003,Male,Age25_29,[25-29],4,0.22038567,,0.16741873
EU,Europe,DEU,Germany,2003,Male,Age30_34,[30-34],33,1.28254955,,1.09829545
EU,Europe,DEU,Germany,2003,Male,Age35_39,[35-39],111,2.35518778,,3.00482233
EU,Europe,DEU,Germany,2003,Male,Age40_44,[40-44],311,4.04211074,,8.84500704
EU,Europe,DEU,Germany,2003,Male,Age45_49,[45-49],826,7.18448291,,27.39255387
EU,Europe,DEU,Germany,2003,Male,Age50_54,[50-54],1534,9.56061078,,56.06649325
EU,Europe,DEU,Germany,2003,Male,Age55_59,[55-59],2334,11.80696074,,105.7047026
EU,Europe,DEU,Germany,2003,Male,Age60_64,[60-64],4458,11.94117805,,162.9949537
EU,Europe,DEU,Germany,2003,Male,Age65_69,[65-69],5403,10.87932666,,236.8865141
EU,Europe,DEU,Germany,2003,Male,Age70_74,[70-74],5632,9.76929748,,356.358487
EU,Europe,DEU,Germany,2003,Male,Age75_79,[75-79],4329,7.11620338,,404.7806947
EU,Europe,DEU,Germany,2003,Male,Age80_84,[80-84],2533,4.49983123,,428.3404808
EU,Europe,DEU,Germany,2003,Male,Age85_over,[85+],1161,1.79927471,,342.0389765
EU,Europe,DEU,Germany,2003,Male,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2003,Female,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2003,Female,Age01_04,[1-4],1,0.33444816,,0.06732792
EU,Europe,DEU,Germany,2003,Female,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2003,Female,Age10_14,[10-14],1,0.44642857,,0.04533466
EU,Europe,DEU,Germany,2003,Female,Age15_19,[15-19],1,0.18796992,,0.04363666
EU,Europe,DEU,Germany,2003,Female,Age20_24,[20-24],3,0.47169811,,0.12543253
EU,Europe,DEU,Germany,2003,Female,Age25_29,[25-29],1,0.1529052,,0.04343318
EU,Europe,DEU,Germany,2003,Female,Age30_34,[30-34],13,1.15350488,,0.45465419
EU,Europe,DEU,Germany,2003,Female,Age35_39,[35-39],72,3.14273243,,2.06635111
EU,Europe,DEU,Germany,2003,Female,Age40_44,[40-44],226,5.84583549,,6.72659888
EU,Europe,DEU,Germany,2003,Female,Age45_49,[45-49],445,7.80975781,,15.16319344
EU,Europe,DEU,Germany,2003,Female,Age50_54,[50-54],725,8.7623882,,26.56792925
EU,Europe,DEU,Germany,2003,Female,Age55_59,[55-59],862,8.70619129,,38.84156606
EU,Europe,DEU,Germany,2003,Female,Age60_64,[60-64],1252,6.91216254,,44.18641585
EU,Europe,DEU,Germany,2003,Female,Age65_69,[65-69],1366,5.27168879,,54.26099778
EU,Europe,DEU,Germany,2003,Female,Age70_74,[70-74],1637,4.40539304,,83.33664236
EU,Europe,DEU,Germany,2003,Female,Age75_79,[75-79],1650,2.63725725,,90.3069451
EU,Europe,DEU,Germany,2003,Female,Age80_84,[80-84],1407,1.53525522,,100.4416721
EU,Europe,DEU,Germany,2003,Female,Age85_over,[85+],984,0.52539685,,91.67960958
EU,Europe,DEU,Germany,2003,Female,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2004,All,Age00,[0],2,0.0685401,,0.28347765
EU,Europe,DEU,Germany,2004,All,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2004,All,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2004,All,Age10_14,[10-14],3,0.66666667,,0.06860285
EU,Europe,DEU,Germany,2004,All,Age15_19,[15-19],8,0.46783626,,0.16790676
EU,Europe,DEU,Germany,2004,All,Age20_24,[20-24],6,0.25412961,,0.12284029
EU,Europe,DEU,Germany,2004,All,Age25_29,[25-29],7,0.30850595,,0.1481622
EU,Europe,DEU,Germany,2004,All,Age30_34,[30-34],43,1.32798023,,0.78573328
EU,Europe,DEU,Germany,2004,All,Age35_39,[35-39],145,2.265625,,2.06274999
EU,Europe,DEU,Germany,2004,All,Age40_44,[40-44],513,4.58567981,,7.28111107
EU,Europe,DEU,Germany,2004,All,Age45_49,[45-49],1242,7.3871409,,20.39817165
EU,Europe,DEU,Germany,2004,All,Age50_54,[50-54],2235,9.39865433,,40.28281238
EU,Europe,DEU,Germany,2004,All,Age55_59,[55-59],3183,11.16685377,,71.41717661
EU,Europe,DEU,Germany,2004,All,Age60_64,[60-64],5662,10.98116794,,106.1152124
EU,Europe,DEU,Germany,2004,All,Age65_69,[65-69],7156,9.47488282,,140.9944245
EU,Europe,DEU,Germany,2004,All,Age70_74,[70-74],6964,7.8641281,,195.5874857
EU,Europe,DEU,Germany,2004,All,Age75_79,[75-79],6452,5.33770145,,217.1329034
EU,Europe,DEU,Germany,2004,All,Age80_84,[80-84],4161,2.75908256,,197.3152606
EU,Europe,DEU,Germany,2004,All,Age85_over,[85+],2064,0.89617562,,148.2063371
EU,Europe,DEU,Germany,2004,All,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2004,Male,Age00,[0],1,0.06138735,,0.27632706
EU,Europe,DEU,Germany,2004,Male,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2004,Male,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2004,Male,Age10_14,[10-14],1,0.36764706,,0.0445751
EU,Europe,DEU,Germany,2004,Male,Age15_19,[15-19],4,0.33755274,,0.16364617
EU,Europe,DEU,Germany,2004,Male,Age20_24,[20-24],1,0.05820722,,0.04034785
EU,Europe,DEU,Germany,2004,Male,Age25_29,[25-29],5,0.30487805,,0.20816793
EU,Europe,DEU,Germany,2004,Male,Age30_34,[30-34],23,1.01500441,,0.82290745
EU,Europe,DEU,Germany,2004,Male,Age35_39,[35-39],89,2.0417527,,2.46387994
EU,Europe,DEU,Germany,2004,Male,Age40_44,[40-44],322,4.23127464,,8.93326793
EU,Europe,DEU,Germany,2004,Male,Age45_49,[45-49],764,6.925936,,24.71429755
EU,Europe,DEU,Germany,2004,Male,Age50_54,[50-54],1516,9.59918951,,54.6857302
EU,Europe,DEU,Germany,2004,Male,Age55_59,[55-59],2236,11.92215409,,100.6006344
EU,Europe,DEU,Germany,2004,Male,Age60_64,[60-64],4294,12.40072776,,163.7702396
EU,Europe,DEU,Germany,2004,Male,Age65_69,[65-69],5636,11.39644923,,233.1694748
EU,Europe,DEU,Germany,2004,Male,Age70_74,[70-74],5427,10.01938521,,339.4575809
EU,Europe,DEU,Germany,2004,Male,Age75_79,[75-79],4729,7.61611802,,412.5317533
EU,Europe,DEU,Germany,2004,Male,Age80_84,[80-84],2685,4.6644546,,427.3619907
EU,Europe,DEU,Germany,2004,Male,Age85_over,[85+],1087,1.85229364,,321.5481642
EU,Europe,DEU,Germany,2004,Male,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2004,Female,Age00,[0],1,0.07757952,,0.29100814
EU,Europe,DEU,Germany,2004,Female,Age01_04,[1-4],0,0,,0
EU,Europe,DEU,Germany,2004,Female,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2004,Female,Age10_14,[10-14],2,1.12359551,,0.09391475
EU,Europe,DEU,Germany,2004,Female,Age15_19,[15-19],4,0.76190476,,0.17239514
EU,Europe,DEU,Germany,2004,Female,Age20_24,[20-24],5,0.77760498,,0.20781864
EU,Europe,DEU,Germany,2004,Female,Age25_29,[25-29],2,0.31796502,,0.08610873
EU,Europe,DEU,Germany,2004,Female,Age30_34,[30-34],20,2.05761317,,0.74693002
EU,Europe,DEU,Germany,2004,Female,Age35_39,[35-39],56,2.74375306,,1.63873885
EU,Europe,DEU,Germany,2004,Female,Age40_44,[40-44],191,5.33967011,,5.55051198
EU,Europe,DEU,Germany,2004,Female,Age45_49,[45-49],478,8.26703563,,15.94687223
EU,Europe,DEU,Germany,2004,Female,Age50_54,[50-54],719,9.00212846,,25.89994193
EU,Europe,DEU,Germany,2004,Female,Age55_59,[55-59],947,9.7138168,,42.38537933
EU,Europe,DEU,Germany,2004,Female,Age60_64,[60-64],1368,8.07842211,,50.41006079
EU,Europe,DEU,Germany,2004,Female,Age65_69,[65-69],1520,5.83000921,,57.18043286
EU,Europe,DEU,Germany,2004,Female,Age70_74,[70-74],1537,4.46945244,,78.34529837
EU,Europe,DEU,Germany,2004,Female,Age75_79,[75-79],1723,2.93106968,,94.40495837
EU,Europe,DEU,Germany,2004,Female,Age80_84,[80-84],1476,1.58287577,,99.69369181
EU,Europe,DEU,Germany,2004,Female,Age85_over,[85+],977,0.56925443,,92.64167206
EU,Europe,DEU,Germany,2004,Female,Age_unknown,[Unknown],0,,,
EU,Europe,DEU,Germany,2005,All,Age00,[0],0,0,,0
EU,Europe,DEU,Germany,2005,All,Age01_04,[1-4],1,0.16611296,,0.03427329
EU,Europe,DEU,Germany,2005,All,Age05_09,[5-9],0,0,,0
EU,Europe,DEU,Germany,2005,All,Age10_14,[10-14],0,0,,0
EU,Europe,DEU,Germany,2005,All,Age15_19,[15-19],6,0.39447732,,0.12469167
EU,Europe,DEU,Germany,2005,All,Age20_24,[20-24],7,0.32618826,,0.14367666
EU,Europe,DEU,Germany,2005,All,Age25_29,[25-29],7,0.31602709,,0.1458584
